,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
77602,790368002,790368,Pantha PU leggings,272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,Leggings in stretch fabric. High waist with concealed elastication and legs with sewn-in creases at the front and raw-edge hems.
77618,790448001,790448,Acacia,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,Sleeveless top in satin with a lace section at the top and a V-neck front and back.
77620,790448003,790448,Acacia,253,Vest top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,Sleeveless top in satin with a lace section at the top and a V-neck front and back.
77629,790505006,790505,MC Swift dress,265,Dress,Garment Full body,1010016,Solid,52,Pink,5,Bright,4,Pink,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Knee-length dress in jersey crêpe with a V-neck and sewn-in wrapover at the top. Seam with a sewn-in tie belt at the waist, long, slightly wider cuffed sleeves and a flared skirt. Lined at the front of the bodice."
77652,790635001,790635,Renate,275,Skirt,Garment Lower body,1010004,Check,43,Dark Red,4,Dark,18,Red,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Short, pattern-weave skirt with a high waist, detachable belt, concealed zip in one side and a sewn-in wrapover. Lined."
77659,790644001,790644,Winona Roll Neck,252,Sweater,Garment Upper body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Jumper in a fine knit containing glittery threads with long sleeves and a ribbed polo neck.
77661,790645005,790645,Freud,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1646,Knitwear Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1003,Knitwear,Fitted top in a fine-knit viscose blend with a round neckline and long sleeves.
77662,790645006,790645,Freud,252,Sweater,Garment Upper body,1010010,Melange,91,Light Green,1,Dusty Light,19,Green,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Fitted top in a fine-knit viscose blend with a round neckline and long sleeves.
77663,790645007,790645,Freud,252,Sweater,Garment Upper body,1010010,Melange,43,Dark Red,4,Dark,18,Red,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Fitted top in a fine-knit viscose blend with a round neckline and long sleeves.
77664,790650001,790650,Italy dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Fitted, calf-length dress in a soft rib knit with a turtle neck, long sleeves and a slit at one side of the hem."
77665,790651001,790651,Milano,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Fitted, turtleneck top in ribbed jersey with long raglan sleeves."
77671,790666001,790666,CSP Agneta Jump Suit,272,Trousers,Garment Lower body,1010017,Stripe,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Ankle-length jumpsuit in airy jersey crêpe with a detachable tie belt at the waist, V-neck, wrapover top and concealed hook-and-eye fastening. Short dolman sleeves, an elasticated seam at the waist and wide, gently tapered legs. Unlined."
77677,790716001,790716,Glam cut padding,306,Bra,Underwear,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in glittery jersey with adjustable shoulder straps and underwired, padded cups with removable inserts for a larger bust and fuller cleavage. Hook-and-eye fastening at the back."
77691,790791005,790791,Paulina blouse,258,Blouse,Garment Upper body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Satin blouse with a small stand-up collar, V-neck and pleat at the front. Long sleeves with two covered buttons at the cuffs, and a rounded hem. Slightly longer at the back."
77692,790791007,790791,Paulina blouse,258,Blouse,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Satin blouse with a small stand-up collar, V-neck and pleat at the front. Long sleeves with two covered buttons at the cuffs, and a rounded hem. Slightly longer at the back."
77734,790976003,790976,Ford dress,265,Dress,Garment Full body,1010016,Solid,52,Pink,5,Bright,4,Pink,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Short, fitted dress in jersey crêpe with a V-neck, narrow adjustable shoulder straps and a draped, wrapover front with a knot detail at one side."
77749,791033008,791033,Disa jacket,308,Hoodie,Garment Upper body,1010011,Metallic,7,Grey,1,Dusty Light,12,Grey,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short, boxy jacket in woven fabric with a lined, drawstring hood, high collar and zip down the front. Flap front pockets with a press-stud, long sleeves with covered elastication at the cuffs, and a drawstring at the hem. Lined."
77771,791223006,791223,Bianca HW wide trousers,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Super-wide culottes in a cupro weave with a high waist, concealed hook-and-eye fastening and zip fly. Inset panels down the legs for added width."
77786,791445001,791445,Fargo tunic,258,Blouse,Garment Upper body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Tunic in an airy weave with a V-neck, yoke with a pleat at the back, detachable tie belt at the waist and 3/4-length sleeves with buttoned cuffs. Unlined."
77906,791571003,791571,Dawn deco dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in woven fabric with a round neckline, concealed zip at the back and long sleeves with a decorative pattern made from bugle beads at the cuffs. Lined."
77971,791809001,791809,Lana dress,265,Dress,Garment Full body,1010022,Jacquard,21,Light Yellow,3,Light,8,Yellow,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Calf-length dress in jacquard-weave viscose with narrow, adjustable shoulder straps, a V-neck and wrapover front with a concealed hook-and-eye fastener at the top. Ties at one side and wide flounces down the front and at the hem. Lined."
78114,792469001,792469,Tutti Frutti 3p Hipster Ct,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in cotton jersey with lace details, a low waist, lined gusset and cutaway coverage at the back."
78125,792515001,792515,High waist 100den 1p,304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Semi shiny tights with a high waist and a shaping effect on the tummy, waist and thighs. 100 denier."
78139,792604001,792604,Luciana linen top,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Wide top in linen jersey with a turtle neck and short cap sleeves.
78160,792753002,792753,Cortina dress,265,Dress,Garment Full body,1010026,Other structure,11,Off White,1,Dusty Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short, fitted, sleeveless dress in a textured bouclé weave with a concealed zip at the back and fake front pockets with a decorative button."
78171,792817002,792817,Holly Push Melbourne,306,Bra,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with underwired, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps that split into two at the front, and a hook-and-eye fastening at the back."
78173,792817004,792817,Holly Push Melbourne,306,Bra,Underwear,1010016,Solid,10,White,3,Light,-1,Unknown,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with underwired, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps that split into two at the front, and a hook-and-eye fastening at the back."
78176,792851003,792851,Dalston dress,265,Dress,Garment Full body,1010016,Solid,52,Pink,2,Medium Dusty,18,Red,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in stretch fabric with a V-neck, decorative knot detail at the front and long sleeves."
78197,793012001,793012,Georgia leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Leggings in soft jersey made from a viscose blend with a high elasticated waist and zip at the hems.
78232,793137007,793137,Barry cardigan,245,Cardigan,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,Cardigan in a soft knit with dropped shoulders and long sleeves with ribbed cuffs. No buttons.
78233,793137008,793137,Barry cardigan,245,Cardigan,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,Cardigan in a soft knit with dropped shoulders and long sleeves with ribbed cuffs. No buttons.
78246,793185004,793185,Petra 2p bandana,74,Hair/alice band,Accessories,1010001,All over pattern,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Scarves in patterned satin that can also be tied as a hairband. Size 30x80 cm.
78263,793185042,793185,Petra 2p bandana,74,Hair/alice band,Accessories,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Scarves in patterned satin that can also be tied as a hairband. Size 30x80 cm.
78282,793356001,793356,Dill skirt,275,Skirt,Garment Lower body,1010026,Other structure,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Knee-length skirt in a heavily draping fine knit with a high, elasticated waist. Unlined."
78285,793371001,793371,Chiara,256,Bodysuit,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, short-sleeved body in soft cotton jersey with a V-neck, wrapover front and press-studs at the crotch."
78311,793506002,793506,Chris 3pk Fancy new,286,Underwear bottom,Underwear,1010001,All over pattern,93,Dark Green,7,Medium,19,Green,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, an elasticated waist, lined front and mid-length legs."
78394,793856005,793856,Grape tee,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,T-shirt in jersey made from a silk and cotton blend with a ribbed turtle neck and straight-cut hem.
78437,794053001,794053,Winona,264,Blazer,Garment Upper body,1010010,Melange,71,Light Blue,1,Dusty Light,2,Blue,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Straight-cut, single-breasted jacket in a lightly brushed weave. Slightly longer style with narrow notch lapels, thin shoulder pads, and flap front pockets. Lined."
78441,794065001,794065,Robban trousers,272,Trousers,Garment Lower body,1010006,Dot,10,White,3,Light,9,White,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"Trousers in a patterned linen and cotton weave with a draped knot detail at the front, concealed zip at the back and 3/4-length, wide legs."
78511,794378002,794378,Biker dress Pinafore,265,Dress,Garment Full body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short, fitted dungaree dress in stretch twill with a zip down the front and straps with adjustable metal fasteners. Soft, detachable belt with a metal buckle and a flap front pocket with a button. Unlined."
78513,794389001,794389,Ficus dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short V-neck dress in jersey crêpe with a narrow, detachable tie belt at the waist and 3/4-length sleeves with cuffs and decorative buttons. Unlined."
78524,794454002,794454,Melbourne dress,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in airy, patterned chiffon with an opening at the front and a small, frill-trimmed stand-up collar with buttons at the top. Long sleeves with a frill trim on the shoulders and elastication with decorative ties at the cuffs. Concealed zip in one side and a flounce at the hem. Jersey underskirt."
78526,794468001,794468,Dublin dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, V-neck dress in woven fabric with ties at the neckline, long sleeves with narrow elastication at the cuffs, and an elasticated seam at the waist."
78540,794538006,794538,Petra,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Wide jumper in a soft knit containing some wool with a V-neck and long dolman sleeves. The polyester content of the jumper is recycled.
78550,794575003,794575,Sascha pullover hoodie,308,Hoodie,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Wide top in sweatshirt fabric with a lined, drawstring hood, long raglan sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
78551,794575004,794575,Sascha pullover hoodie,308,Hoodie,Garment Upper body,1010020,Contrast,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Wide top in sweatshirt fabric with a lined, drawstring hood, long raglan sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
78603,794819003,794819,Ford,252,Sweater,Garment Upper body,1010016,Solid,32,Orange,1,Dusty Light,3,Orange,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft fine-knit viscose blend with a collar, button placket and ribbing at the cuffs and hem."
78632,794948001,794948,Carousel,265,Dress,Garment Full body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Fitted, knee length dress in woven fabric with a round neckline decorated with imitation pearls. Opening at the back with concealed buttons at the back of the neck, and long sleeves. Lined."
78654,795052002,795052,Delilah Plisse Dress,265,Dress,Garment Full body,1010016,Solid,72,Blue,3,Light,2,Blue,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Long dress in an airy weave with a wrapover front, hook-and-eye fastener at the neckline and a concealed zip in one side. Gathers at the shoulders and long balloon sleeves with narrow elastication at the cuffs. Seam with a wide, pleated panel at the waist, and a flared, pleated skirt. Lined."
78723,795440007,795440,Juan,253,Vest top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in softly draping, ribbed jersey with a sheen. V-neck, narrow shoulder straps and a lace trim at the top."
78788,795694005,795694,W Christie zip around wallet,84,Wallet,Accessories,1010026,Other structure,52,Pink,5,Bright,4,Pink,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Small purse in imitation leather with a zip at the top that continues down the short sides. Four card slots. Lined. Size 2x9x11.5 cm.
78791,795706001,795706,Santa highwaist with bow,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Waist-high briefs in lace with a V-shaped waist, and cut-out section at the back with wide satin ribbon ties. Lined gusset and a high cut at the back."
78792,795706003,795706,Santa highwaist with bow,286,Underwear bottom,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Waist-high briefs in lace with a V-shaped waist, and cut-out section at the back with wide satin ribbon ties. Lined gusset and a high cut at the back."
78795,795761001,795761,Janice EMB dress,265,Dress,Garment Full body,1010007,Embroidery,9,Black,4,Dark,5,Black,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Dress in airy chiffon with embroidery on the front, a small stand-up collar, an opening with a button at the back of the neck, and a deeper opening at the front. Long sleeves with a flounce half-way down and elastication at the cuffs. Seam with concealed elastication at the waist. Jersey-lined front and a jersey underskirt."
78848,795836001,795836,Pat ls bd oxford solid,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Long-sleeved shirt in washed Oxford cotton with a button-down collar, chest pocket and yoke with a hanger loop at the back. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
78853,795836006,795836,Pat ls bd oxford solid,259,Shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Long-sleeved shirt in washed Oxford cotton with a button-down collar, chest pocket and yoke with a hanger loop at the back. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
78898,795975003,795975,Gladiator henley,252,Sweater,Garment Upper body,1010016,Solid,10,White,1,Dusty Light,9,White,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Fitted jumper in a soft rib knit with a V-neck, buttons at the top and long sleeves."
78899,795975004,795975,Gladiator henley,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Fitted jumper in a soft rib knit with a V-neck, buttons at the top and long sleeves."
78916,796033003,796033,Grace Sweater,252,Sweater,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a soft knit with low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
78964,796210001,796210,Enter HW leggings,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in superstretch twill with a high waist with concealed elastication, and slim legs with narrow hems."
78965,796210002,796210,Enter,272,Trousers,Garment Lower body,1010004,Check,42,Red,7,Medium,18,Red,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in superstretch twill with a high waist with concealed elastication, and slim legs with narrow hems."
78966,796210004,796210,Enter(1),272,Trousers,Garment Lower body,1010018,Treatment,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in superstretch twill with a high waist with concealed elastication, and slim legs with narrow hems."
78967,796210008,796210,Enter,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in superstretch twill with a high waist with concealed elastication, and slim legs with narrow hems."
78976,796239001,796239,FF Ribbie dress PI,265,Dress,Garment Full body,1010016,Solid,32,Orange,5,Bright,3,Orange,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Fitted, calf-length dress in a fine rib knit containing some wool with a turtle neck, long sleeves and skirt with a wrapover and slit at the front."
78977,796240001,796240,FF Kate dress PI,265,Dress,Garment Full body,1010001,All over pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Short dress in patterned stretch jersey with a round neckline, gathered seam at the waist and long raglan sleeves with gathered seams at the front. The polyester content of the dress is recycled."
79021,796374001,796374,Bow buckle HW,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in woven fabric with a high paper bag waist and detachable belt with a covered buckle. Zip fly with a hook-and-eye fastener, side pockets and gently tapered legs with creases."
79149,796678001,796678,ES REMBRANDT DRESS,255,T-shirt,Garment Upper body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Short, gently fitted dress in ribbed jersey made from a viscose blend with short sleeves."
79151,796685001,796685,Margareth leggings,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Leggings in jersey with a slight sheen. High waist with wide elastication.
79284,797075003,797075,Snickers,265,Dress,Garment Full body,1010018,Treatment,31,Light Orange,3,Light,3,Orange,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Long top in sweatshirt fabric made from a cotton blend with a lined, drawstring hood and kangaroo pocket. Low dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
79287,797078010,797078,Alison,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a cotton weave with a collar, buttons down the front and a yoke at the back. Sewn-on tie belt at the waist, flap chest pockets and long sleeves with buttoned cuffs. Unlined."
79288,797078011,797078,Alison,265,Dress,Garment Full body,1010016,Solid,14,Dark Beige,2,Medium Dusty,11,Beige,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a cotton weave with a collar, buttons down the front and a yoke at the back. Sewn-on tie belt at the waist, flap chest pockets and long sleeves with buttoned cuffs. Unlined."
79291,797078018,797078,Alison utility,265,Dress,Garment Full body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a cotton weave with a collar, buttons down the front and a yoke at the back. Sewn-on tie belt at the waist, flap chest pockets and long sleeves with buttoned cuffs. Unlined."
79297,797079009,797079,Kim pinafore,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, gently fitted dungaree dress in stretch denim with buttons down the front, wide, adjustable shoulder straps and a seam at the waist with patch pockets. Unlined."
79301,797084006,797084,Mitchell Midi Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Fitted, calf-length dress in an airy weave with a V-neck and buttons down the front. Long sleeves with elastication and a flounce at the cuffs, and a gathered seam with a flounce at the hem. Partly lined."
79303,797088008,797088,Mariah dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,Short dress in airy chiffon with a frill-trimmed V-neck and wrapover top with a concealed press-stud at the front. Elasticated seam at the waist and long sleeves with elastication and a frill at the cuffs. Partly lined.
79305,797088014,797088,Mariah dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,Short dress in airy chiffon with a frill-trimmed V-neck and wrapover top with a concealed press-stud at the front. Elasticated seam at the waist and long sleeves with elastication and a frill at the cuffs. Partly lined.
79307,797089002,797089,Thai dress,265,Dress,Garment Full body,1010004,Check,61,Light Purple,1,Dusty Light,6,Lilac Purple,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, sleeveless dress in woven fabric with wide shoulder straps, a straight cut at the top and a seam at the waist. Unlined."
79356,797343002,797343,Banana Blouse,258,Blouse,Garment Upper body,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Pleated blouse in an airy weave with frills. V-neck with ties at the neckline, concealed press-studs down the front, long sleeves with ties at the cuffs, and a drawstring at the hem."
79364,797394002,797394,Dalila sweater,252,Sweater,Garment Upper body,1010010,Melange,9,Black,4,Dark,12,Grey,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in soft, brushed jersey with a small stand-up collar, long, wide raglan sleeves and a straight hem."
79365,797394003,797394,Dalila sweater,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in soft, brushed jersey with a small stand-up collar, long, wide raglan sleeves and a straight hem."
79380,797456001,797456,CSP Charlotte LS,252,Sweater,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Fitted, rib-knit top with long sleeves."
79390,797524001,797524,Norman padded softbra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in microfibre and lace. Mesh-lined cups with removable inserts that shape the bust and provide good support, wide shoulder straps that join at the back, and a wide lace trim at the hem. No fasteners."
79394,797527001,797527,Ophelia Push Melbourne Cradle,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
